sno,communityId,flatNo,deviceId,sensorType,status
1011,6,"A4-082","GVM202601011","Multi-Sensor",2
1012,6,"A1-013","GVM202601012","Gas Sensor",2
1013,6,"A15-051","GVM202601013","Humidity Sensor",2
1014,6,"A18-061","GVM202601014","Temperature Sensor",2
1015,6,"A12-021","GVM202601015","Gas Sensor",2
1016,6,"A4-084","GVM202601016","Smoke Detector",2
1017,6,"A9-063","GVM202601017","Gas Sensor",2
1018,6,"A11-041","GVM202601018","Humidity Sensor",2
1019,6,"A18-083","GVM202601019","Multi-Sensor",2
1020,6,"A2-062","GVM202601020","Gas Sensor",2
1021,6,"A6-023","GVM202601021","Smoke Detector",2
1022,6,"A20-102","GVM202601022","Gas Sensor",2
1023,6,"A20-104","GVM202601023","Gas Sensor",2
1024,6,"A18-055","GVM202601024","Multi-Sensor",2
1025,6,"A8-081","GVM202601025","Temperature Sensor",2
1026,6,"A15-054","GVM202601026","Humidity Sensor",2
1027,6,"A9-023","GVM202601027","Humidity Sensor",2
1028,6,"A18-101","GVM202601028","Humidity Sensor",2
1029,6,"A9-062","GVM202601029","Gas Sensor",2
1030,6,"A15-101","GVM202601030","Gas Sensor",2
1031,6,"A19-081","GVM202601031","Multi-Sensor",2
1032,6,"A20-061","GVM202601032","Humidity Sensor",2
1033,6,"A20-052","GVM202601033","Multi-Sensor",2
1034,6,"A9-085","GVM202601034","Gas Sensor",2
1035,6,"A13-052","GVM202601035","Humidity Sensor",2
1036,6,"A3-031","GVM202601036","Multi-Sensor",2
1037,6,"A9-064","GVM202601037","Multi-Sensor",2
1038,6,"A1-105","GVM202601038","Gas Sensor",2
1039,6,"A15-101","GVM202601039","Gas Sensor",2
1040,6,"A19-084","GVM202601040","Temperature Sensor",2
1041,6,"A3-073","GVM202601041","Gas Sensor",2
1042,6,"A10-053","GVM202601042","Smoke Detector",2
1043,6,"A20-022","GVM202601043","Gas Sensor",2
1044,6,"A3-084","GVM202601044","Temperature Sensor",2
1045,6,"A5-064","GVM202601045","Humidity Sensor",2
1046,6,"A10-054","GVM202601046","Humidity Sensor",2
1047,6,"A12-014","GVM202601047","Smoke Detector",2
1048,6,"A15-064","GVM202601048","Multi-Sensor",2
1049,6,"A18-074","GVM202601049","Gas Sensor",2
1050,6,"A18-041","GVM202601050","Temperature Sensor",2
1051,6,"A1-073","GVM202601051","Smoke Detector",2
1052,6,"A8-033","GVM202601052","Humidity Sensor",2
1053,6,"A5-081","GVM202601053","Multi-Sensor",2
1054,6,"A14-071","GVM202601054","Humidity Sensor",2
1055,6,"A18-095","GVM202601055","Smoke Detector",2
1056,6,"A16-073","GVM202601056","Smoke Detector",2
1057,6,"A15-092","GVM202601057","Temperature Sensor",2
1058,6,"A19-052","GVM202601058","Temperature Sensor",2
1059,6,"A6-063","GVM202601059","Temperature Sensor",2
1060,6,"A20-101","GVM202601060","Smoke Detector",2
1061,6,"A14-073","GVM202601061","Smoke Detector",2
1062,6,"A12-095","GVM202601062","Gas Sensor",2
1063,6,"A9-064","GVM202601063","Humidity Sensor",2
1064,6,"A2-063","GVM202601064","Temperature Sensor",2
1065,6,"A9-042","GVM202601065","Multi-Sensor",2
1066,6,"A15-044","GVM202601066","Gas Sensor",2
1067,6,"A19-034","GVM202601067","Gas Sensor",2
1068,6,"A3-011","GVM202601068","Temperature Sensor",2
1069,6,"A8-052","GVM202601069","Multi-Sensor",2
1070,6,"A4-024","GVM202601070","Gas Sensor",2
1071,6,"A5-023","GVM202601071","Smoke Detector",2
1072,6,"A11-084","GVM202601072","Multi-Sensor",2
1073,6,"A12-083","GVM202601073","Gas Sensor",2
1074,6,"A11-043","GVM202601074","Multi-Sensor",2
1075,6,"A8-011","GVM202601075","Multi-Sensor",2
1076,6,"A16-101","GVM202601076","Multi-Sensor",2
1077,6,"A10-024","GVM202601077","Humidity Sensor",2
1078,6,"A19-084","GVM202601078","Humidity Sensor",2
1079,6,"A10-013","GVM202601079","Humidity Sensor",2
1080,6,"A8-093","GVM202601080","Humidity Sensor",2
1081,6,"A5-011","GVM202601081","Humidity Sensor",2
1082,6,"A15-093","GVM202601082","Smoke Detector",2
1083,6,"A1-101","GVM202601083","Gas Sensor",2
1084,6,"A9-032","GVM202601084","Gas Sensor",2
1085,6,"A16-013","GVM202601085","Smoke Detector",2
1086,6,"A13-083","GVM202601086","Gas Sensor",2
1087,6,"A2-082","GVM202601087","Gas Sensor",2
1088,6,"A11-074","GVM202601088","Temperature Sensor",2
1089,6,"A10-023","GVM202601089","Gas Sensor",2
1090,6,"A8-072","GVM202601090","Multi-Sensor",2
1091,6,"A18-095","GVM202601091","Humidity Sensor",2
1092,6,"A3-084","GVM202601092","Temperature Sensor",2
1093,6,"A5-024","GVM202601093","Gas Sensor",2
1094,6,"A3-091","GVM202601094","Gas Sensor",2
1095,6,"A13-023","GVM202601095","Smoke Detector",2
1096,6,"A6-092","GVM202601096","Gas Sensor",2
1097,6,"A19-013","GVM202601097","Smoke Detector",2
1098,6,"A3-053","GVM202601098","Temperature Sensor",2
1099,6,"A12-084","GVM202601099","Gas Sensor",2
1100,6,"A8-102","GVM202601100","Humidity Sensor",2
1101,6,"A18-055","GVM202601101","Temperature Sensor",2
1102,6,"A20-083","GVM202601102","Gas Sensor",2
1103,6,"A1-075","GVM202601103","Gas Sensor",2
1104,6,"A6-053","GVM202601104","Multi-Sensor",2
1105,6,"A5-071","GVM202601105","Gas Sensor",2
1106,6,"A8-021","GVM202601106","Multi-Sensor",2
1107,6,"A6-051","GVM202601107","Humidity Sensor",2
1108,6,"A18-025","GVM202601108","Multi-Sensor",2
1109,6,"A12-071","GVM202601109","Multi-Sensor",2
1110,6,"A14-054","GVM202601110","Multi-Sensor",2
1111,6,"A2-033","GVM202601111","Humidity Sensor",2
1112,6,"A16-084","GVM202601112","Multi-Sensor",2
1113,6,"A3-104","GVM202601113","Temperature Sensor",2
1114,6,"A7-011","GVM202601114","Smoke Detector",2
1115,6,"A2-063","GVM202601115","Humidity Sensor",2
1116,6,"A2-094","GVM202601116","Humidity Sensor",2
1117,6,"A3-031","GVM202601117","Temperature Sensor",2
1118,6,"A18-013","GVM202601118","Gas Sensor",2
1119,6,"A4-083","GVM202601119","Gas Sensor",2
1120,6,"A5-053","GVM202601120","Gas Sensor",2
1121,6,"A5-024","GVM202601121","Multi-Sensor",2
1122,6,"A14-064","GVM202601122","Smoke Detector",2
1123,6,"A6-043","GVM202601123","Temperature Sensor",2
1124,6,"A5-104","GVM202601124","Humidity Sensor",2
1125,6,"A12-041","GVM202601125","Smoke Detector",2
1126,6,"A7-093","GVM202601126","Humidity Sensor",2
1127,6,"A1-073","GVM202601127","Temperature Sensor",2
1128,6,"A4-074","GVM202601128","Gas Sensor",2
1129,6,"A11-075","GVM202601129","Gas Sensor",2
1130,6,"A13-015","GVM202601130","Temperature Sensor",2
1131,6,"A6-104","GVM202601131","Gas Sensor",2
1132,6,"A20-054","GVM202601132","Humidity Sensor",2
1133,6,"A6-091","GVM202601133","Humidity Sensor",2
1134,6,"A3-033","GVM202601134","Humidity Sensor",2
1135,6,"A3-092","GVM202601135","Smoke Detector",2
1136,6,"A6-075","GVM202601136","Multi-Sensor",2
1137,6,"A6-011","GVM202601137","Temperature Sensor",2
1138,6,"A18-105","GVM202601138","Humidity Sensor",2
1139,6,"A13-061","GVM202601139","Humidity Sensor",2
1140,6,"A18-045","GVM202601140","Multi-Sensor",2
1141,6,"A15-091","GVM202601141","Humidity Sensor",2
1142,6,"A20-025","GVM202601142","Multi-Sensor",2
1143,6,"A3-044","GVM202601143","Gas Sensor",2
1144,6,"A17-023","GVM202601144","Multi-Sensor",2
1145,6,"A7-052","GVM202601145","Gas Sensor",2
1146,6,"A4-052","GVM202601146","Humidity Sensor",2
1147,6,"A13-011","GVM202601147","Humidity Sensor",2
1148,6,"A15-015","GVM202601148","Smoke Detector",2
1149,6,"A11-073","GVM202601149","Gas Sensor",2
1150,6,"A15-103","GVM202601150","Multi-Sensor",2
1151,6,"A11-023","GVM202601151","Humidity Sensor",2
1152,6,"A18-054","GVM202601152","Smoke Detector",2
1153,6,"A13-092","GVM202601153","Gas Sensor",2
1154,6,"A2-085","GVM202601154","Gas Sensor",2
1155,6,"A10-065","GVM202601155","Multi-Sensor",2
1156,6,"A3-074","GVM202601156","Temperature Sensor",2
1157,6,"A3-074","GVM202601157","Smoke Detector",2
1158,6,"A19-054","GVM202601158","Temperature Sensor",2
1159,6,"A11-095","GVM202601159","Smoke Detector",2
1160,6,"A7-064","GVM202601160","Humidity Sensor",2
1161,6,"A5-081","GVM202601161","Smoke Detector",2
1162,6,"A19-033","GVM202601162","Temperature Sensor",2
1163,6,"A15-022","GVM202601163","Temperature Sensor",2
1164,6,"A3-042","GVM202601164","Smoke Detector",2
1165,6,"A10-051","GVM202601165","Smoke Detector",2
1166,6,"A3-045","GVM202601166","Temperature Sensor",2
1167,6,"A10-092","GVM202601167","Multi-Sensor",2
1168,6,"A19-041","GVM202601168","Gas Sensor",2
1169,6,"A17-043","GVM202601169","Humidity Sensor",2
1170,6,"A11-031","GVM202601170","Gas Sensor",2
1171,6,"A5-055","GVM202601171","Gas Sensor",2
1172,6,"A9-044","GVM202601172","Gas Sensor",2
1173,6,"A16-095","GVM202601173","Temperature Sensor",2
1174,6,"A18-044","GVM202601174","Gas Sensor",2
1175,6,"A8-021","GVM202601175","Smoke Detector",2
1176,6,"A2-031","GVM202601176","Temperature Sensor",2
1177,6,"A10-045","GVM202601177","Humidity Sensor",2
1178,6,"A2-072","GVM202601178","Humidity Sensor",2
1179,6,"A16-105","GVM202601179","Gas Sensor",2
1180,6,"A18-093","GVM202601180","Humidity Sensor",2
1181,6,"A1-104","GVM202601181","Humidity Sensor",2
1182,6,"A16-025","GVM202601182","Gas Sensor",2
1183,6,"A12-022","GVM202601183","Temperature Sensor",2
1184,6,"A11-092","GVM202601184","Gas Sensor",2
1185,6,"A7-054","GVM202601185","Gas Sensor",2
1186,6,"A9-021","GVM202601186","Gas Sensor",2
1187,6,"A18-031","GVM202601187","Gas Sensor",2
1188,6,"A18-104","GVM202601188","Temperature Sensor",2
1189,6,"A14-015","GVM202601189","Multi-Sensor",2
1190,6,"A10-084","GVM202601190","Gas Sensor",2
1191,6,"A13-091","GVM202601191","Temperature Sensor",2
1192,6,"A11-074","GVM202601192","Gas Sensor",2
1193,6,"A4-063","GVM202601193","Temperature Sensor",2
1194,6,"A1-035","GVM202601194","Gas Sensor",2
1195,6,"A16-013","GVM202601195","Multi-Sensor",2
1196,6,"A1-014","GVM202601196","Smoke Detector",2
1197,6,"A1-092","GVM202601197","Temperature Sensor",2
1198,6,"A3-052","GVM202601198","Temperature Sensor",2
1199,6,"A1-105","GVM202601199","Temperature Sensor",2
1200,6,"A13-024","GVM202601200","Gas Sensor",2
1201,7,"A18-071","GVM202601201","Gas Sensor",2
1202,7,"A19-105","GVM202601202","Smoke Detector",2
1203,7,"A9-101","GVM202601203","Gas Sensor",2
1204,7,"A5-073","GVM202601204","Multi-Sensor",2
1205,7,"A14-053","GVM202601205","Humidity Sensor",2
1206,7,"A5-013","GVM202601206","Temperature Sensor",2
1207,7,"A10-074","GVM202601207","Smoke Detector",2
1208,7,"A3-034","GVM202601208","Multi-Sensor",2
1209,7,"A4-024","GVM202601209","Multi-Sensor",2
1210,7,"A5-104","GVM202601210","Multi-Sensor",2
1211,7,"A5-064","GVM202601211","Humidity Sensor",2
1212,7,"A4-103","GVM202601212","Temperature Sensor",2
1213,7,"A2-102","GVM202601213","Smoke Detector",2
1214,7,"A17-061","GVM202601214","Smoke Detector",2
1215,7,"A7-021","GVM202601215","Temperature Sensor",2
1216,7,"A15-103","GVM202601216","Gas Sensor",2
1217,7,"A19-104","GVM202601217","Smoke Detector",2
1218,7,"A6-031","GVM202601218","Humidity Sensor",2
1219,7,"A6-071","GVM202601219","Temperature Sensor",2
1220,7,"A17-042","GVM202601220","Multi-Sensor",2
1221,7,"A2-103","GVM202601221","Smoke Detector",2
1222,7,"A15-041","GVM202601222","Temperature Sensor",2
1223,7,"A1-063","GVM202601223","Humidity Sensor",2
1224,7,"A18-014","GVM202601224","Humidity Sensor",2
1225,7,"A18-051","GVM202601225","Temperature Sensor",2
1226,7,"A16-052","GVM202601226","Smoke Detector",2
1227,7,"A7-022","GVM202601227","Temperature Sensor",2
1228,7,"A13-095","GVM202601228","Smoke Detector",2
1229,7,"A5-072","GVM202601229","Humidity Sensor",2
1230,7,"A2-105","GVM202601230","Multi-Sensor",2
1231,7,"A11-044","GVM202601231","Smoke Detector",2
1232,7,"A5-085","GVM202601232","Smoke Detector",2
1233,7,"A15-015","GVM202601233","Humidity Sensor",2
1234,7,"A3-064","GVM202601234","Temperature Sensor",2
1235,7,"A13-042","GVM202601235","Temperature Sensor",2
1236,7,"A12-074","GVM202601236","Temperature Sensor",2
1237,7,"A2-015","GVM202601237","Humidity Sensor",2
1238,7,"A18-034","GVM202601238","Temperature Sensor",2
1239,7,"A13-061","GVM202601239","Temperature Sensor",2
1240,7,"A12-034","GVM202601240","Humidity Sensor",2
1241,7,"A18-085","GVM202601241","Temperature Sensor",2
1242,7,"A17-085","GVM202601242","Smoke Detector",2
1243,7,"A15-035","GVM202601243","Temperature Sensor",2
1244,7,"A6-065","GVM202601244","Smoke Detector",2
1245,7,"A9-022","GVM202601245","Temperature Sensor",2
1246,7,"A3-063","GVM202601246","Multi-Sensor",2
1247,7,"A2-035","GVM202601247","Temperature Sensor",2
1248,7,"A12-023","GVM202601248","Temperature Sensor",2
1249,7,"A16-055","GVM202601249","Temperature Sensor",2
1250,7,"A8-055","GVM202601250","Gas Sensor",2
1251,7,"A7-025","GVM202601251","Gas Sensor",2
1252,7,"A16-082","GVM202601252","Humidity Sensor",2
1253,7,"A4-054","GVM202601253","Gas Sensor",2
1254,7,"A11-014","GVM202601254","Multi-Sensor",2
1255,7,"A12-022","GVM202601255","Multi-Sensor",2
1256,7,"A12-085","GVM202601256","Multi-Sensor",2
1257,7,"A9-093","GVM202601257","Temperature Sensor",2
1258,7,"A18-084","GVM202601258","Smoke Detector",2
1259,7,"A9-085","GVM202601259","Humidity Sensor",2
1260,7,"A10-085","GVM202601260","Multi-Sensor",2
1261,7,"A19-093","GVM202601261","Gas Sensor",2
1262,7,"A7-064","GVM202601262","Humidity Sensor",2
1263,7,"A13-092","GVM202601263","Temperature Sensor",2
1264,7,"A13-052","GVM202601264","Temperature Sensor",2
1265,7,"A14-042","GVM202601265","Temperature Sensor",2
1266,7,"A9-053","GVM202601266","Temperature Sensor",2
1267,7,"A20-092","GVM202601267","Smoke Detector",2
1268,7,"A20-104","GVM202601268","Multi-Sensor",2
1269,7,"A16-101","GVM202601269","Gas Sensor",2
1270,7,"A15-034","GVM202601270","Temperature Sensor",2
1271,7,"A16-082","GVM202601271","Temperature Sensor",2
1272,7,"A11-083","GVM202601272","Smoke Detector",2
1273,7,"A13-025","GVM202601273","Multi-Sensor",2
1274,7,"A7-101","GVM202601274","Smoke Detector",2
1275,7,"A8-061","GVM202601275","Temperature Sensor",2
1276,7,"A18-092","GVM202601276","Gas Sensor",2
1277,7,"A3-055","GVM202601277","Smoke Detector",2
1278,7,"A16-045","GVM202601278","Humidity Sensor",2
1279,7,"A11-055","GVM202601279","Temperature Sensor",2
1280,7,"A14-044","GVM202601280","Gas Sensor",2
1281,7,"A15-023","GVM202601281","Multi-Sensor",2
1282,7,"A11-075","GVM202601282","Gas Sensor",2
1283,7,"A18-032","GVM202601283","Gas Sensor",2
1284,7,"A3-035","GVM202601284","Humidity Sensor",2
1285,7,"A8-071","GVM202601285","Smoke Detector",2
1286,7,"A10-085","GVM202601286","Multi-Sensor",2
1287,7,"A4-035","GVM202601287","Gas Sensor",2
1288,7,"A1-073","GVM202601288","Smoke Detector",2
1289,7,"A19-091","GVM202601289","Multi-Sensor",2
1290,7,"A6-032","GVM202601290","Temperature Sensor",2
1291,7,"A2-064","GVM202601291","Multi-Sensor",2
1292,7,"A2-055","GVM202601292","Smoke Detector",2
1293,7,"A9-071","GVM202601293","Temperature Sensor",2
1294,7,"A17-015","GVM202601294","Temperature Sensor",2
1295,7,"A15-083","GVM202601295","Smoke Detector",2
1296,7,"A15-062","GVM202601296","Gas Sensor",2
1297,7,"A6-024","GVM202601297","Gas Sensor",2
1298,7,"A20-061","GVM202601298","Smoke Detector",2
1299,7,"A13-013","GVM202601299","Temperature Sensor",2
1300,7,"A17-042","GVM202601300","Temperature Sensor",2
1301,7,"A20-102","GVM202601301","Gas Sensor",2
1302,7,"A1-025","GVM202601302","Humidity Sensor",2
1303,7,"A3-011","GVM202601303","Humidity Sensor",2
1304,7,"A19-075","GVM202601304","Multi-Sensor",2
1305,7,"A17-104","GVM202601305","Gas Sensor",2
1306,7,"A15-083","GVM202601306","Humidity Sensor",2
1307,7,"A4-011","GVM202601307","Humidity Sensor",2
1308,7,"A11-062","GVM202601308","Temperature Sensor",2
1309,7,"A4-025","GVM202601309","Smoke Detector",2
1310,7,"A16-023","GVM202601310","Gas Sensor",2
1311,7,"A1-095","GVM202601311","Smoke Detector",2
1312,7,"A11-051","GVM202601312","Humidity Sensor",2
1313,7,"A16-094","GVM202601313","Temperature Sensor",2
1314,7,"A20-065","GVM202601314","Smoke Detector",2
1315,7,"A2-063","GVM202601315","Gas Sensor",2
1316,7,"A5-082","GVM202601316","Humidity Sensor",2
1317,7,"A14-055","GVM202601317","Smoke Detector",2
1318,7,"A20-102","GVM202601318","Temperature Sensor",2
1319,7,"A12-022","GVM202601319","Humidity Sensor",2
1320,7,"A2-072","GVM202601320","Humidity Sensor",2
1321,7,"A8-021","GVM202601321","Gas Sensor",2
1322,7,"A20-065","GVM202601322","Multi-Sensor",2
1323,7,"A1-074","GVM202601323","Humidity Sensor",2
1324,7,"A4-014","GVM202601324","Humidity Sensor",2
1325,7,"A11-022","GVM202601325","Humidity Sensor",2
1326,7,"A9-054","GVM202601326","Multi-Sensor",2
1327,7,"A6-033","GVM202601327","Smoke Detector",2
1328,7,"A17-035","GVM202601328","Temperature Sensor",2
1329,7,"A6-045","GVM202601329","Multi-Sensor",2
1330,7,"A16-052","GVM202601330","Multi-Sensor",2
1331,7,"A1-025","GVM202601331","Multi-Sensor",2
1332,7,"A2-092","GVM202601332","Multi-Sensor",2
1333,7,"A6-062","GVM202601333","Gas Sensor",2
1334,7,"A5-045","GVM202601334","Humidity Sensor",2
1335,7,"A5-051","GVM202601335","Temperature Sensor",2
1336,7,"A14-104","GVM202601336","Humidity Sensor",2
1337,7,"A2-024","GVM202601337","Gas Sensor",2
1338,7,"A2-092","GVM202601338","Multi-Sensor",2
1339,7,"A4-105","GVM202601339","Smoke Detector",2
1340,7,"A10-065","GVM202601340","Smoke Detector",2
1341,7,"A18-055","GVM202601341","Humidity Sensor",2
1342,7,"A13-043","GVM202601342","Multi-Sensor",2
1343,7,"A14-044","GVM202601343","Gas Sensor",2
1344,7,"A1-015","GVM202601344","Temperature Sensor",2
1345,7,"A6-102","GVM202601345","Humidity Sensor",2
1346,7,"A8-032","GVM202601346","Temperature Sensor",2
1347,7,"A15-054","GVM202601347","Gas Sensor",2
1348,7,"A2-023","GVM202601348","Smoke Detector",2
1349,7,"A9-095","GVM202601349","Smoke Detector",2
1350,7,"A12-011","GVM202601350","Temperature Sensor",2
1351,7,"A6-022","GVM202601351","Smoke Detector",2
1352,7,"A17-031","GVM202601352","Humidity Sensor",2
1353,7,"A19-083","GVM202601353","Gas Sensor",2
1354,7,"A17-103","GVM202601354","Smoke Detector",2
1355,7,"A3-081","GVM202601355","Humidity Sensor",2
1356,7,"A13-101","GVM202601356","Temperature Sensor",2
1357,7,"A5-064","GVM202601357","Gas Sensor",2
1358,7,"A14-025","GVM202601358","Humidity Sensor",2
1359,7,"A6-023","GVM202601359","Multi-Sensor",2
1360,7,"A8-014","GVM202601360","Smoke Detector",2
1361,7,"A20-081","GVM202601361","Smoke Detector",2
1362,7,"A4-103","GVM202601362","Smoke Detector",2
1363,7,"A7-015","GVM202601363","Humidity Sensor",2
1364,7,"A2-091","GVM202601364","Temperature Sensor",2
1365,7,"A16-051","GVM202601365","Humidity Sensor",2
1366,7,"A6-024","GVM202601366","Temperature Sensor",2
1367,7,"A4-045","GVM202601367","Multi-Sensor",2
1368,7,"A4-012","GVM202601368","Gas Sensor",2
1369,7,"A20-083","GVM202601369","Gas Sensor",2
1370,7,"A20-053","GVM202601370","Multi-Sensor",2
1371,7,"A12-013","GVM202601371","Smoke Detector",2
1372,7,"A18-043","GVM202601372","Gas Sensor",2
1373,7,"A11-073","GVM202601373","Temperature Sensor",2
1374,7,"A11-065","GVM202601374","Humidity Sensor",2
1375,7,"A7-061","GVM202601375","Humidity Sensor",2
1376,7,"A19-071","GVM202601376","Multi-Sensor",2
1377,7,"A7-043","GVM202601377","Gas Sensor",2
1378,7,"A11-061","GVM202601378","Multi-Sensor",2
1379,7,"A4-054","GVM202601379","Gas Sensor",2
1380,7,"A5-033","GVM202601380","Smoke Detector",2
1381,7,"A18-021","GVM202601381","Temperature Sensor",2
1382,7,"A10-072","GVM202601382","Temperature Sensor",2
1383,7,"A6-015","GVM202601383","Gas Sensor",2
1384,7,"A13-103","GVM202601384","Temperature Sensor",2
1385,7,"A20-074","GVM202601385","Humidity Sensor",2
1386,7,"A4-054","GVM202601386","Humidity Sensor",2
1387,7,"A3-103","GVM202601387","Gas Sensor",2
1388,7,"A10-085","GVM202601388","Smoke Detector",2
1389,7,"A4-031","GVM202601389","Temperature Sensor",2
1390,7,"A13-085","GVM202601390","Gas Sensor",2
1391,7,"A20-023","GVM202601391","Temperature Sensor",2
1392,7,"A16-062","GVM202601392","Humidity Sensor",2
1393,7,"A14-093","GVM202601393","Multi-Sensor",2
1394,7,"A2-033","GVM202601394","Multi-Sensor",2
1395,7,"A2-052","GVM202601395","Temperature Sensor",2
1396,7,"A9-043","GVM202601396","Gas Sensor",2
1397,7,"A1-014","GVM202601397","Gas Sensor",2
1398,7,"A15-091","GVM202601398","Smoke Detector",2
1399,7,"A14-035","GVM202601399","Smoke Detector",2
1400,7,"A10-033","GVM202601400","Humidity Sensor",2


1411,1,"A1-019","MSS123456789","sensor",2
1412,1,"A1-020","MSS123456789","sensor",2
1413,1,"A1-021","MSS123456789","sensor",2
1414,1,"A1-023","GVM202601401","sensor",2
1415,1,"A1-026","GVM202601402","sensor",2
1416,1,"A1-027","GVM202601403","sensor",2
1417,1,"A1-028","GVM202601404","sensor",2
1418,1,"A1-029","GVM202601405","sensor",2
1420,1,"A1-030","GVM202601406","sensor",2
1421,1,"A1-031","GVM202601407","sensor",2
