Flat No,Device ID,Sensor Type,Event Type,Leak Status,Time Occurred,Time Resolved,Duration (minutes),Details
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T09:44:30.880Z,2026-06-08T09:44:48.237Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T09:49:54.585Z,2026-06-08T09:50:07.535Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T10:03:15.891Z,2026-06-08T10:03:28.791Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T10:06:41.609Z,2026-06-08T10:06:56.559Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T10:12:21.219Z,2026-06-08T10:12:33.249Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,STATUS_CHANGED,Online,2026-06-08T10:22:35.059Z,,,Status changed from No Communication to Online
A9-001,GVM202601484,External Device,STATUS_CHANGED,Online,2026-06-08T10:22:35.163Z,,,Status changed from No Communication to Online
A9-002,GVM202601486,External Device,STATUS_CHANGED,Online,2026-06-08T11:04:17.526Z,,,Status changed from No Communication to Online
A9-001,GVM202601484,External Device,STATUS_CHANGED,Online,2026-06-08T11:04:18.036Z,,,Status changed from No Communication to Online
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T11:10:09.652Z,2026-06-08T11:10:28.150Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T11:12:15.070Z,2026-06-08T11:12:30.057Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T11:20:07.680Z,2026-06-08T11:20:22.544Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,STATUS_CHANGED,Online,2026-06-08T11:37:38.526Z,,,Status changed from Unknown to Online
A9-002,GVM202601486,External Device,STATUS_CHANGED,Online,2026-06-08T11:37:38.679Z,,,Status changed from Unknown to Online
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T11:40:58.361Z,2026-06-08T11:41:13.207Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T11:51:32.736Z,2026-06-08T11:51:49.934Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-08T11:56:25.299Z,2026-06-08T11:56:43.257Z,0,Leak resolved. Duration: 0 minutes
A9-002,GVM202601486,External Device,LEAK_STARTED,Alert,2026-06-08T12:02:36.988Z,2026-06-08T12:02:50.890Z,0,Leak resolved. Duration: 0 minutes
A9-001,GVM202601484,External Device,STATUS_CHANGED,Online,2026-06-09T04:19:24.172Z,,,Status changed from Unknown to Online
A9-002,GVM202601486,External Device,STATUS_CHANGED,Online,2026-06-09T04:19:24.372Z,,,Status changed from Unknown to Online
A9-001,GVM202601484,External Device,LEAK_STARTED,Alert,2026-06-09T04:58:36.270Z,2026-06-09T04:58:51.195Z,0,Leak resolved. Duration: 0 minutes
