Flat No,Device ID,Sensor Type,Event Type,Leak Status,Time Occurred,Time Resolved,Duration (minutes),Details
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-04T07:06:06.209Z,2026-06-04T07:06:20.031Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-04T07:17:30.462Z,2026-06-04T07:17:45.416Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-04T08:44:02.628Z,2026-06-04T08:44:16.656Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-04T08:56:02.004Z,2026-06-04T08:56:16.862Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-04T08:59:27.672Z,2026-06-04T08:59:42.625Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-04T09:07:28.399Z,2026-06-04T09:07:43.158Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-04T09:51:16.577Z,2026-06-04T09:51:31.565Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-04T09:59:27.107Z,2026-06-04T09:59:39.040Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-04T10:08:08.563Z,2026-06-04T10:08:20.301Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-04T10:53:51.934Z,2026-06-04T10:54:04.899Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-04T11:07:09.614Z,2026-06-04T11:07:23.062Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-04T11:15:45.601Z,2026-06-04T11:15:58.608Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-04T11:26:53.924Z,2026-06-04T11:27:10.962Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-04T11:53:34.360Z,2026-06-04T11:53:49.229Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-06-05T04:20:55.762Z,,,Status changed from Unknown to Online
A8-010,GVM202601483,External Device,STATUS_CHANGED,Online,2026-06-05T04:20:56.886Z,,,Status changed from Unknown to Online
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T04:22:10.825Z,2026-06-05T04:22:25.662Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-05T04:40:06.624Z,2026-06-05T04:40:20.999Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T05:29:34.299Z,2026-06-05T05:29:49.242Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-05T05:29:48.309Z,2026-06-05T05:30:03.858Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T06:17:27.002Z,2026-06-05T06:17:41.777Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T06:24:06.900Z,2026-06-05T06:24:20.931Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T06:29:11.490Z,2026-06-05T06:29:25.447Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-05T06:29:15.935Z,2026-06-05T06:29:29.480Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T06:39:53.830Z,2026-06-05T06:40:06.863Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T06:40:14.817Z,2026-06-05T06:40:26.779Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-05T06:40:20.859Z,2026-06-05T06:40:33.898Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T06:59:00.944Z,2026-06-05T06:59:15.904Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-05T07:24:54.717Z,2026-06-05T07:25:09.740Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T07:25:22.698Z,2026-06-05T07:25:39.691Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T08:28:34.680Z,2026-06-05T08:28:48.006Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-05T08:28:55.131Z,2026-06-05T08:29:10.586Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T08:42:33.730Z,2026-06-05T08:42:47.184Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T08:53:02.614Z,2026-06-05T08:53:16.555Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T08:57:08.375Z,2026-06-05T08:57:20.421Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-05T08:57:09.467Z,2026-06-05T08:57:23.391Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T09:00:35.157Z,2026-06-05T09:00:49.139Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-05T09:00:38.240Z,2026-06-05T09:00:50.249Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T09:05:48.246Z,2026-06-05T09:05:59.797Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-05T09:06:32.865Z,2026-06-05T09:06:46.814Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T09:06:40.790Z,2026-06-05T09:06:55.766Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T09:12:02.726Z,2026-06-05T09:12:18.493Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-05T09:16:49.346Z,2026-06-05T09:17:04.692Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T09:24:11.747Z,2026-06-05T09:24:27.100Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-05T09:24:23.996Z,2026-06-05T09:24:37.768Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T09:31:43.356Z,2026-06-05T09:31:57.330Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-05T09:40:16.842Z,2026-06-05T09:40:30.804Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T09:46:59.461Z,2026-06-05T09:47:15.720Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T10:01:57.811Z,2026-06-05T10:02:04.569Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-05T10:24:45.484Z,2026-06-05T10:24:59.120Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-05T10:27:23.397Z,2026-06-05T10:27:37.959Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T10:46:17.783Z,2026-06-05T10:46:30.855Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T10:57:51.552Z,2026-06-05T10:58:06.064Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-05T11:09:17.868Z,2026-06-05T11:09:31.503Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-05T11:14:12.387Z,2026-06-05T11:14:23.240Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T11:24:18.888Z,2026-06-05T11:24:34.415Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T11:39:27.582Z,2026-06-05T11:39:43.893Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-05T11:48:22.207Z,2026-06-05T11:48:36.141Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-05T11:54:39.036Z,2026-06-05T11:54:53.678Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-05T11:59:28.519Z,2026-06-05T11:59:41.423Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-06-06T04:14:15.441Z,,,Status changed from No Communication to Online
A8-010,GVM202601483,External Device,STATUS_CHANGED,Online,2026-06-06T04:14:15.447Z,,,Status changed from No Communication to Online
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T04:27:38.057Z,2026-06-06T04:27:51.518Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T04:27:57.525Z,2026-06-06T04:28:11.537Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T04:34:13.176Z,2026-06-06T04:34:26.364Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T04:43:51.573Z,2026-06-06T04:44:06.528Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T04:50:05.221Z,2026-06-06T04:50:19.263Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T04:57:31.187Z,2026-06-06T04:57:43.786Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T05:04:05.375Z,2026-06-06T05:04:20.382Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T05:04:45.337Z,2026-06-06T05:04:59.361Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T05:06:39.188Z,2026-06-06T05:06:53.162Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T05:15:04.726Z,2026-06-06T05:15:17.675Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T05:17:34.848Z,2026-06-06T05:17:46.492Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T05:17:49.531Z,2026-06-06T05:18:01.477Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T05:29:21.855Z,2026-06-06T05:29:35.812Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T05:36:09.418Z,2026-06-06T05:36:23.862Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T06:01:34.679Z,2026-06-06T06:01:49.219Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T06:09:31.728Z,2026-06-06T06:09:43.764Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T06:20:58.062Z,2026-06-06T06:21:11.046Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T06:27:39.760Z,2026-06-06T06:27:53.630Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T06:38:05.115Z,2026-06-06T06:38:18.027Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T06:45:35.693Z,2026-06-06T06:45:49.517Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T06:50:55.240Z,2026-06-06T06:51:10.320Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T07:00:27.668Z,2026-06-06T07:00:43.643Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T07:00:51.647Z,2026-06-06T07:01:07.109Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T07:01:59.589Z,2026-06-06T07:02:12.529Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T07:02:22.678Z,2026-06-06T07:02:34.508Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T07:02:38.533Z,2026-06-06T07:02:53.705Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T07:08:23.184Z,2026-06-06T07:08:36.150Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T07:22:27.399Z,2026-06-06T07:22:41.300Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T07:25:47.454Z,2026-06-06T07:26:03.176Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T07:28:43.970Z,2026-06-06T07:29:00.431Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T07:29:00.962Z,2026-06-06T07:29:19.986Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T08:25:01.607Z,2026-06-06T08:25:14.533Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T08:25:41.650Z,2026-06-06T08:25:56.602Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T08:32:54.191Z,2026-06-06T08:33:09.140Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T08:35:55.930Z,2026-06-06T08:36:09.878Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T08:45:46.362Z,2026-06-06T08:46:00.296Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T08:56:39.114Z,2026-06-06T08:56:53.767Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T09:07:11.051Z,2026-06-06T09:07:26.047Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T09:28:36.856Z,2026-06-06T09:28:49.723Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T09:32:05.533Z,2026-06-06T09:32:17.731Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T09:44:55.143Z,2026-06-06T09:45:09.235Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T09:47:36.633Z,2026-06-06T09:47:51.992Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T10:00:39.941Z,2026-06-06T10:00:54.892Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T10:11:10.859Z,2026-06-06T10:11:22.314Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T10:30:01.413Z,2026-06-06T10:30:21.084Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T10:58:57.670Z,2026-06-06T10:59:10.670Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T11:11:37.184Z,2026-06-06T11:11:50.906Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T11:14:29.569Z,2026-06-06T11:14:42.646Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T11:16:55.510Z,2026-06-06T11:17:09.472Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T11:20:53.454Z,2026-06-06T11:21:07.271Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T11:23:52.407Z,2026-06-06T11:24:06.107Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T11:27:05.986Z,2026-06-06T11:27:18.979Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T11:30:39.696Z,2026-06-06T11:30:53.713Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T11:30:42.732Z,2026-06-06T11:30:53.809Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T11:36:46.331Z,2026-06-06T11:36:58.410Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T11:38:16.951Z,2026-06-06T11:38:29.391Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T11:41:38.044Z,2026-06-06T11:41:52.000Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T11:43:18.012Z,2026-06-06T11:43:31.942Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T11:46:39.930Z,2026-06-06T11:46:52.810Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T11:48:47.652Z,2026-06-06T11:49:01.619Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-06T11:49:08.643Z,2026-06-06T11:49:21.685Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T11:53:20.587Z,2026-06-06T11:53:35.747Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-06T11:56:02.588Z,2026-06-06T11:56:15.154Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,STATUS_CHANGED,Online,2026-06-08T04:17:31.583Z,,,Status changed from Unknown to Online
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-06-08T04:17:31.596Z,,,Status changed from Unknown to Online
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T04:18:33.550Z,2026-06-08T04:18:46.447Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T04:24:23.064Z,2026-06-08T04:24:37.995Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T04:27:47.829Z,2026-06-08T04:28:01.173Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T04:32:55.592Z,2026-06-08T04:33:10.595Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T04:53:55.627Z,2026-06-08T04:54:08.577Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T04:53:56.787Z,2026-06-08T04:54:12.761Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T05:02:51.159Z,2026-06-08T05:03:07.108Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T05:07:12.825Z,2026-06-08T05:07:26.773Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T05:09:39.785Z,2026-06-08T05:09:54.644Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-06-08T05:13:14.016Z,,,Status changed from No Communication to Online
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T05:13:55.488Z,2026-06-08T05:14:10.741Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-06-08T05:17:19.000Z,,,Status changed from No Communication to Online
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T05:17:23.670Z,2026-06-08T05:17:38.641Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T05:23:36.391Z,2026-06-08T05:23:51.752Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T05:30:29.405Z,2026-06-08T05:30:44.420Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T05:56:23.890Z,2026-06-08T05:56:40.175Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T06:00:47.055Z,2026-06-08T06:01:03.271Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T06:10:07.498Z,2026-06-08T06:10:22.451Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T06:19:39.919Z,2026-06-08T06:19:55.066Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T06:27:54.320Z,2026-06-08T06:28:06.904Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T06:33:38.155Z,2026-06-08T06:33:51.027Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T06:47:59.214Z,2026-06-08T06:48:15.210Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T06:56:41.682Z,2026-06-08T06:56:55.703Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T07:02:23.360Z,2026-06-08T07:02:38.306Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T07:13:08.202Z,2026-06-08T07:13:23.161Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T07:21:01.285Z,2026-06-08T07:21:15.170Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T07:25:27.523Z,2026-06-08T07:25:41.400Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,STATUS_CHANGED,Online,2026-06-08T08:23:52.151Z,,,Status changed from Unknown to Online
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-06-08T08:23:52.158Z,,,Status changed from Unknown to Online
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T08:44:16.693Z,2026-06-08T08:44:28.703Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,STATUS_CHANGED,Online,2026-06-08T08:54:45.578Z,,,Status changed from No Communication to Online
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-06-08T08:54:45.785Z,,,Status changed from No Communication to Online
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T08:58:01.251Z,2026-06-08T08:58:14.215Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T09:01:53.984Z,2026-06-08T09:02:10.129Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T09:05:25.757Z,2026-06-08T09:05:39.718Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T09:06:51.712Z,2026-06-08T09:07:05.668Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T09:10:55.521Z,2026-06-08T09:11:08.377Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T09:20:10.366Z,2026-06-08T09:20:22.398Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T09:26:29.466Z,2026-06-08T09:26:44.446Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T09:33:18.569Z,2026-06-08T09:33:30.519Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T09:39:58.637Z,2026-06-08T09:40:09.595Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T09:47:45.159Z,2026-06-08T09:47:58.127Z,0,Leak resolved. Duration: 0 minutes
